amount,contribution-funding-status,developer-agreement-contribution,developer-agreement-transaction,end-date,entry-date,organisation,start-date,units,slug
366786,Received,PM/16/0253_1.76a_ED,PM/16/0253_EDR,,2020-12-04,local-authority-eng:NFK,2020-03-24,,/developer-agreement-transaction/local-authority-eng/NFK/PM-16-0253-EDR
366786,Secured,PM/16/0253_1.76a_ED,PM/16/0253_EDS,,2020-12-04,local-authority-eng:NFK,2020-03-10,,/developer-agreement-transaction/local-authority-eng/NFK/PM-16-0253-EDS
,Spent,PM/16/0253_1.76a_ED,PM/16/0253_EDSP,,2020-12-04,local-authority-eng:NFK,2020-04-01,,/developer-agreement-transaction/local-authority-eng/NFK/PM-16-0253-EDSP
4302.78,received,20030860HW,20030860HWR,,2020-11-06,local-authority-eng:NLN,2015-10-05,,/developer-agreement-transaction/local-authority-eng/NLN/20030860HWR
24906.45,spent,20050392TC,20050392TCR,,2020-11-06,local-authority-eng:NLN,2020-03-26,,/developer-agreement-transaction/local-authority-eng/NLN/20050392TCR
3217.77,spent,20050879HW,20050879HWR,,2020-11-06,local-authority-eng:NLN,2020-01-30,,/developer-agreement-transaction/local-authority-eng/NLN/20050879HWR
61298.37,received,20051399ED1,20051399ED1R,,2020-11-06,local-authority-eng:NLN,2008-11-19,,/developer-agreement-transaction/local-authority-eng/NLN/20051399ED1R
40026.65,received,20051399ED2,20051399ED2R,,2020-11-06,local-authority-eng:NLN,2011-07-19,,/developer-agreement-transaction/local-authority-eng/NLN/20051399ED2R
78344,received,20051399ED3,20051399ED3R,,2020-11-06,local-authority-eng:NLN,2012-10-10,,/developer-agreement-transaction/local-authority-eng/NLN/20051399ED3R
67949.16,allocated,20060782ED,20060782EDR,,2020-11-06,local-authority-eng:NLN,2011-06-17,,/developer-agreement-transaction/local-authority-eng/NLN/20060782EDR
52433,received,20071970ED2,20071970ED2R,,2020-11-06,local-authority-eng:NLN,2018-08-24,,/developer-agreement-transaction/local-authority-eng/NLN/20071970ED2R
69048,received,20071970ED3,20071970ED3R,,2020-11-06,local-authority-eng:NLN,2020-01-15,,/developer-agreement-transaction/local-authority-eng/NLN/20071970ED3R
28985.45,allocated,20090334HW,20090334HWR,,2020-11-06,local-authority-eng:NLN,2020-03-18,,/developer-agreement-transaction/local-authority-eng/NLN/20090334HWR
17064.8,received,20110802AH,20110802AHR,,2020-11-25,local-authority-eng:NLN,2019-05-06,,/developer-agreement-transaction/local-authority-eng/NLN/20110802AHR
7037,received,20111110HW,20111110HWR,,2020-11-06,local-authority-eng:NLN,2015-04-02,,/developer-agreement-transaction/local-authority-eng/NLN/20111110HWR
16119.36,received,20111464AH,201114646AHR,,2020-11-06,local-authority-eng:NLN,2015-12-02,,/developer-agreement-transaction/local-authority-eng/NLN/201114646AHR
171283.62,spent,20121288HW,20121288HWR,,2020-11-06,local-authority-eng:NLN,2019-10-29,,/developer-agreement-transaction/local-authority-eng/NLN/20121288HWR
60000,received,20121303HW,20121303HWR,,2020-11-06,local-authority-eng:NLN,2017-08-02,,/developer-agreement-transaction/local-authority-eng/NLN/20121303HWR
136400,received,20130643AH,20130643AHR,,2020-11-04,local-authority-eng:NLN,2015-04-22,,/developer-agreement-transaction/local-authority-eng/NLN/20130643AHR
4349.48,received,20130734REC,20130734RECR,,2020-11-06,local-authority-eng:NLN,2016-11-21,,/developer-agreement-transaction/local-authority-eng/NLN/20130734RECR
30990,spent,20131288REC1,20131288REC1R,,2020-11-06,local-authority-eng:NLN,2019-08-01,,/developer-agreement-transaction/local-authority-eng/NLN/20131288REC1R
30000,received,20131288REC2,20131288REC2R,,2020-11-06,local-authority-eng:NLN,2019-12-09,,/developer-agreement-transaction/local-authority-eng/NLN/20131288REC2R
16733,spent,20131578LEI,20131578LEIR,,2020-11-06,local-authority-eng:NLN,2020-02-17,,/developer-agreement-transaction/local-authority-eng/NLN/20131578LEIR
33934.17,received,20140161REC,20140161RECR,,2020-11-06,local-authority-eng:NLN,2017-03-27,,/developer-agreement-transaction/local-authority-eng/NLN/20140161RECR
,secured,20140196AH,20140196AHR,,2020-11-12,local-authority-eng:NLN,2020-01-09,4,/developer-agreement-transaction/local-authority-eng/NLN/20140196AHR
5804.09,received,20140249REC,20140249RECR,,2020-11-06,local-authority-eng:NLN,2017-10-09,,/developer-agreement-transaction/local-authority-eng/NLN/20140249RECR
36360,received,20140270AH,20140270AHR,,2020-11-06,local-authority-eng:NLN,2016-03-22,,/developer-agreement-transaction/local-authority-eng/NLN/20140270AHR
1500,received,20150111HW,20150111HWR,,2020-11-06,local-authority-eng:NLN,2015-10-15,,/developer-agreement-transaction/local-authority-eng/NLN/20150111HWR
21800.13,received,20150111REC,20150111RECR,,2020-11-06,local-authority-eng:NLN,2018-05-01,,/developer-agreement-transaction/local-authority-eng/NLN/20150111RECR
48792.15,received,20150228AH,20150228AHR,,2020-11-06,local-authority-eng:NLN,2018-08-13,,/developer-agreement-transaction/local-authority-eng/NLN/20150228AHR
12694.08,returned,20150528AH,20150528AHR,,2020-11-06,local-authority-eng:NLN,2019-08-02,,/developer-agreement-transaction/local-authority-eng/NLN/20150528AHR
20999.8,received,20150597AH,20150597AHR,,2020-11-06,local-authority-eng:NLN,2015-07-03,,/developer-agreement-transaction/local-authority-eng/NLN/20150597AHR
45164.58,allocated,20150597REC,20150597RECR,,2020-11-06,local-authority-eng:NLN,2018-09-27,,/developer-agreement-transaction/local-authority-eng/NLN/20150597RECR
7134.82,received,20150992REC,20150922RECR,,2020-11-06,local-authority-eng:NLN,2017-10-11,,/developer-agreement-transaction/local-authority-eng/NLN/20150922RECR
55080.81,received,20151195AH,20151195AHR,,2020-11-06,local-authority-eng:NLN,2018-05-01,,/developer-agreement-transaction/local-authority-eng/NLN/20151195AHR
6244.86,received,20151195REC,20151195RECR,,2020-11-06,local-authority-eng:NLN,2018-05-01,,/developer-agreement-transaction/local-authority-eng/NLN/20151195RECR
109506.44,received,20151308ED1,20151308ED1R,,2020-11-06,local-authority-eng:NLN,2018-05-01,,/developer-agreement-transaction/local-authority-eng/NLN/20151308ED1R
110919.07,received,20151308ED2,20151308ED2R,,2020-11-06,local-authority-eng:NLN,2018-09-26,,/developer-agreement-transaction/local-authority-eng/NLN/20151308ED2R
149207.51,received,20151308ED3,20151308ED3R,,2020-11-06,local-authority-eng:NLN,2018-11-07,,/developer-agreement-transaction/local-authority-eng/NLN/20151308ED3R
45802.8,received,20151308REC,20151308RECR,,2020-11-06,local-authority-eng:NLN,2019-04-02,,/developer-agreement-transaction/local-authority-eng/NLN/20151308RECR
,secured,20151531AH,20151531AHR,,2020-11-12,local-authority-eng:NLN,2019-06-03,12,/developer-agreement-transaction/local-authority-eng/NLN/20151531AHR
,secured,20161405AH,20161405AHR,,2020-11-12,local-authority-eng:NLN,2019-05-29,4,/developer-agreement-transaction/local-authority-eng/NLN/20161405AHR
,secured,20161601AH,20161601AHR,,2020-11-12,local-authority-eng:NLN,2019-08-23,27,/developer-agreement-transaction/local-authority-eng/NLN/20161601AHR
206880.96,received,20161793AH,20161793AHR,,2020-11-06,local-authority-eng:NLN,2019-11-11,,/developer-agreement-transaction/local-authority-eng/NLN/20161793AHR
57593.25,allocated,20161793ED1,20161793ED1R,,2020-11-06,local-authority-eng:NLN,2018-11-07,,/developer-agreement-transaction/local-authority-eng/NLN/20161793ED1R
17686.11,received,20161793HW,20161793HWR,,2020-11-06,local-authority-eng:NLN,2019-04-02,,/developer-agreement-transaction/local-authority-eng/NLN/20161793HWR
28244,received,20170767ED,20170767ED1R,,2020-11-06,local-authority-eng:NLN,2019-11-04,,/developer-agreement-transaction/local-authority-eng/NLN/20170767ED1R
,secured,20170986AH,20170986AHR,,2020-11-12,local-authority-eng:NLN,2019-10-07,1,/developer-agreement-transaction/local-authority-eng/NLN/20170986AHR
,secured,20170990AH,20170990AHR,,2020-11-12,local-authority-eng:NLN,2019-05-29,1,/developer-agreement-transaction/local-authority-eng/NLN/20170990AHR
,secured,20170992AH,20170992AHR,,2020-11-12,local-authority-eng:NLN,2019-05-29,1,/developer-agreement-transaction/local-authority-eng/NLN/20170992AHR
,secured,20171002AH,20171002AHR,,2020-11-12,local-authority-eng:NLN,2019-04-30,2,/developer-agreement-transaction/local-authority-eng/NLN/20171002AHR
8746.67,received,20171541ED,20171541EDR,,2020-11-06,local-authority-eng:NLN,2019-04-02,,/developer-agreement-transaction/local-authority-eng/NLN/20171541EDR
897.72,received,20171541HW,20171541HWR,,2020-11-06,local-authority-eng:NLN,2019-04-02,,/developer-agreement-transaction/local-authority-eng/NLN/20171541HWR
,secured,20172008AH,20172008AHR,,2020-11-12,local-authority-eng:NLN,2020-02-28,14,/developer-agreement-transaction/local-authority-eng/NLN/20172008AHR
,secured,20180217AH,20180217AHR,,2020-11-12,local-authority-eng:NLN,2019-05-29,16,/developer-agreement-transaction/local-authority-eng/NLN/20180217AHR
22881.83,spent,20180393HW1,20180393HW1R,,2020-11-06,local-authority-eng:NLN,2019-11-27,,/developer-agreement-transaction/local-authority-eng/NLN/20180393HW1R
60199.63,received,20180393HW2,20180393HW2R,,2020-11-06,local-authority-eng:NLN,2019-03-28,,/developer-agreement-transaction/local-authority-eng/NLN/20180393HW2R
,secured,20180425AH,20180425AHR,,2020-11-12,local-authority-eng:NLN,2019-04-30,6,/developer-agreement-transaction/local-authority-eng/NLN/20180425AHR
,secured,20180751AH,20180751AHR,,2020-11-12,local-authority-eng:NLN,2019-10-07,1,/developer-agreement-transaction/local-authority-eng/NLN/20180751AHR
8115.2,transferred,20181583REC,20181583RECR,,2020-11-06,local-authority-eng:NLN,2019-10-01,,/developer-agreement-transaction/local-authority-eng/NLN/20181583RECR
,secured,20190414AH,20190414AHR,,2020-11-12,local-authority-eng:NLN,2020-01-09,1,/developer-agreement-transaction/local-authority-eng/NLN/20190414AHR
,spent,00/02134/S106/1,00/02134/S106/1/T1,,2020-12-10,local-authority-eng:NTY,2019-04-01,,/developer-agreement-transaction/local-authority-eng/NTY/00-02134-S106-1-T1
,Allocated,00/02134/S106/1,00/02134/S106/1/T2,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/00-02134-S106-1-T2
,Allocated,02/03264/S106/1,02/03264/S106/1/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/02-03264-S106-1-T1
,Allocated,06/00246/S106/13,06/00246/S106/13/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/06-00246-S106-13-T1
,Allocated,06/01520/S106/1,06/01520/S106/1/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/06-01520-S106-1-T1
,Allocated,07/03648/S106/3,07/03648/S106/3/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/07-03648-S106-3-T1
,Allocated,08/00818/S106/2,08/00818/S106/2/T1,2019-01-01,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/08-00818-S106-2-T1
3938,spent,08/00818/S106/2,08/00818/S106/2/T2,,2020-12-10,local-authority-eng:NTY,2020-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/08-00818-S106-2-T2
,Allocated,09/01790/S106/1,09/01790/S106/1/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/09-01790-S106-1-T1
,Allocated,10/00793/S106/3,10/00793/S106/3/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/10-00793-S106-3-T1
,Allocated,10/00793/S106/4,10/00793/S106/4/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/10-00793-S106-4-T1
,Allocated,10/02253/S106/3,10/02253/S106/3/T1,2019-01-01,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/10-02253-S106-3-T1
5000,spent,10/02253/S106/3,10/02253/S106/3/T2,,2020-12-10,local-authority-eng:NTY,2020-02-01,,/developer-agreement-transaction/local-authority-eng/NTY/10-02253-S106-3-T2
,spent,11/00170/S106/1,11/00170/S106/1/T1,,2020-12-10,local-authority-eng:NTY,2019-11-01,,/developer-agreement-transaction/local-authority-eng/NTY/11-00170-S106-1-T1
,Allocated,11/00170/S106/1,11/00170/S106/1/T2,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/11-00170-S106-1-T2
,Allocated,11/00170/S106/2,11/00170/S106/2/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/11-00170-S106-2-T1
,Allocated,11/00390/S106/1,11/00390/S106/1/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/11-00390-S106-1-T1
,Allocated,11/01188/S106/1,11/01188/S106/1/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/11-01188-S106-1-T1
,Allocated,11/01188/S106/2,11/01188/S106/2/T1,2020-02-01,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/11-01188-S106-2-T1
,spent,11/01188/S106/2,11/01188/S106/2/T2,,2020-12-10,local-authority-eng:NTY,2020-02-01,,/developer-agreement-transaction/local-authority-eng/NTY/11-01188-S106-2-T2
,Allocated,11/01755/S106/2,11/01755/S106/2/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/11-01755-S106-2-T1
,Allocated,11/01818/S106/3,11/01818/S106/3/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/11-01818-S106-3-T1
,Allocated,11/01867/S106/13,11/01867/S106/13/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/11-01867-S106-13-T1
,Allocated,11/01867/S106/8,11/01867/S106/8/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/11-01867-S106-8-T1
,Allocated,11/01942/S106/1,11/01942/S106/1/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/11-01942-S106-1-T1
,Allocated,11/01967/S106/1,11/01967/S106/1/T1,2020-02-01,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/11-01967-S106-1-T1
,spent,11/01967/S106/1,11/01967/S106/1/T2,,2020-12-10,local-authority-eng:NTY,2020-02-01,,/developer-agreement-transaction/local-authority-eng/NTY/11-01967-S106-1-T2
,Allocated,11/01967/S106/3,11/01967/S106/3/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/11-01967-S106-3-T1
,Allocated,11/01967/S106/4,11/01967/S106/4/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/11-01967-S106-4-T1
,Allocated,12/00415/S106/1,12/00415/S106/1/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/12-00415-S106-1-T1
,Allocated,12/00415/S106/2,12/00415/S106/2/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/12-00415-S106-2-T1
,Allocated,12/00598/S106/2,12/00598/S106/2/T1,2020-02-01,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/12-00598-S106-2-T1
,spent,12/00598/S106/2,12/00598/S106/2/T2,,2020-12-10,local-authority-eng:NTY,2020-02-01,,/developer-agreement-transaction/local-authority-eng/NTY/12-00598-S106-2-T2
,Allocated,12/00598/S106/3,12/00598/S106/3/T1,2020-02-01,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/12-00598-S106-3-T1
,spent,12/00598/S106/3,12/00598/S106/3/T2,,2020-12-10,local-authority-eng:NTY,2020-02-01,,/developer-agreement-transaction/local-authority-eng/NTY/12-00598-S106-3-T2
,Allocated,12/01166/S106/2,12/01166/S106/2/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/12-01166-S106-2-T1
,Allocated,12/01166/S106/4,12/01166/S106/4/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/12-01166-S106-4-T1
,received,12/01233/S106/1,12/01233/S106/1/T1,2020-01-01,2020-12-11,local-authority-eng:NTY,2020-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/12-01233-S106-1-T1
,Allocated,12/01233/S106/1,12/01233/S106/1/T2,2020-01-02,2020-12-10,local-authority-eng:NTY,2020-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/12-01233-S106-1-T2
,spent,12/01233/S106/1,12/01233/S106/1/T3,,2020-12-10,local-authority-eng:NTY,2020-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/12-01233-S106-1-T3
,spent,12/01233/S106/2,12/01233/S106/2/T1,,2020-12-10,local-authority-eng:NTY,2020-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/12-01233-S106-2-T1
,received,12/01233/S106/2,12/01233/S106/2/T2,2020-01-01,2020-12-11,local-authority-eng:NTY,2020-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/12-01233-S106-2-T2
,Allocated,12/01233/S106/2,12/01233/S106/2/T3,2020-01-01,2020-12-11,local-authority-eng:NTY,2020-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/12-01233-S106-2-T3
,Allocated,12/01234/S106/1,12/01234/S106/1/T1,2020-02-01,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/12-01234-S106-1-T1
,spent,12/01234/S106/1,12/01234/S106/1/T2,,2020-12-10,local-authority-eng:NTY,2020-02-01,,/developer-agreement-transaction/local-authority-eng/NTY/12-01234-S106-1-T2
,Allocated,12/01234/S106/2,12/01234/S106/2/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/12-01234-S106-2-T1
,Allocated,12/01234/S106/3,12/01234/S106/3/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/12-01234-S106-3-T1
,Allocated,12/01392/S106/1,12/01392/S106/1/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/12-01392-S106-1-T1
,Allocated,12/01514/S106/2,12/01514/S106/2/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/12-01514-S106-2-T1
,Allocated,12/01957/S106/1,12/01957/S106/1/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/12-01957-S106-1-T1
,Allocated,13/00293/S106/10,13/00293/S106/10/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/13-00293-S106-10-T1
,spent,13/00293/S106/11,13/00293/S106/11/T1,,2020-12-10,local-authority-eng:NTY,2019-12-01,,/developer-agreement-transaction/local-authority-eng/NTY/13-00293-S106-11-T1
,Allocated,13/00293/S106/11,13/00293/S106/11/T2,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/13-00293-S106-11-T2
,Allocated,13/00293/S106/12,13/00293/S106/12/T1,2019-10-01,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/13-00293-S106-12-T1
,spent,13/00293/S106/12,13/00293/S106/12/T2,,2020-12-10,local-authority-eng:NTY,2019-10-01,,/developer-agreement-transaction/local-authority-eng/NTY/13-00293-S106-12-T2
,Allocated,13/00293/S106/13,13/00293/S106/13/T1,2019-07-01,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/13-00293-S106-13-T1
,spent,13/00293/S106/13,13/00293/S106/13/T2,,2020-12-10,local-authority-eng:NTY,2019-07-01,,/developer-agreement-transaction/local-authority-eng/NTY/13-00293-S106-13-T2
,Allocated,13/00293/S106/6,13/00293/S106/6/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/13-00293-S106-6-T1
,Allocated,13/00293/S106/7,13/00293/S106/7/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/13-00293-S106-7-T1
,Allocated,13/00294/S106/1,13/00294/S106/1/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/13-00294-S106-1-T1
,Allocated,13/00294/S106/2,13/00294/S106/2/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/13-00294-S106-2-T1
,Allocated,13/00572/S106/1,13/00572/S106/1/T1,,2020-12-11,local-authority-eng:NTY,2019-01-01,,/developer-agreement-transaction/local-authority-eng/NTY/13-00572-S106-1-T1
